"nct_id","condition","intervention_type","intervention","overall_status","country","brief_title","study_description"
"NCT00002593","Colorectal Cancer","Drug","leucovorin calcium","Completed","United States","S9415 Chemotherapy in Patients With Stage II or III Colon Cancer That Has Been Surgically Removed","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining more than one drug and giving drugs in different ways may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of chemotherapy given in different ways in treating patients with surgically removed stage II or stage III colon cancer at high risk of recurrence."
"NCT00002593","Colorectal Cancer","Drug","levamisole hydrochloride","Completed","United States","S9415 Chemotherapy in Patients With Stage II or III Colon Cancer That Has Been Surgically Removed","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining more than one drug and giving drugs in different ways may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of chemotherapy given in different ways in treating patients with surgically removed stage II or stage III colon cancer at high risk of recurrence."
"NCT00002618","Lymphoma","Drug","cytarabine","Completed","United States","Combination Chemotherapy in Treating Pediatric Patients With Advanced-Stage Large Cell Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Giving the drugs in different doses may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of chemotherapy with various combinations of drugs in treating pediatric patients with advanced-stage large cell lymphoma."
"NCT00002618","Lymphoma","Drug","doxorubicin hydrochloride","Completed","United States","Combination Chemotherapy in Treating Pediatric Patients With Advanced-Stage Large Cell Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Giving the drugs in different doses may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of chemotherapy with various combinations of drugs in treating pediatric patients with advanced-stage large cell lymphoma."
"NCT00002618","Lymphoma","Drug","leucovorin calcium","Completed","United States","Combination Chemotherapy in Treating Pediatric Patients With Advanced-Stage Large Cell Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Giving the drugs in different doses may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of chemotherapy with various combinations of drugs in treating pediatric patients with advanced-stage large cell lymphoma."
"NCT00002618","Lymphoma","Drug","mercaptopurine","Completed","United States","Combination Chemotherapy in Treating Pediatric Patients With Advanced-Stage Large Cell Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Giving the drugs in different doses may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of chemotherapy with various combinations of drugs in treating pediatric patients with advanced-stage large cell lymphoma."
"NCT00002618","Lymphoma","Drug","methotrexate","Completed","United States","Combination Chemotherapy in Treating Pediatric Patients With Advanced-Stage Large Cell Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Giving the drugs in different doses may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of chemotherapy with various combinations of drugs in treating pediatric patients with advanced-stage large cell lymphoma."
"NCT00002618","Lymphoma","Drug","prednisone","Completed","United States","Combination Chemotherapy in Treating Pediatric Patients With Advanced-Stage Large Cell Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Giving the drugs in different doses may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of chemotherapy with various combinations of drugs in treating pediatric patients with advanced-stage large cell lymphoma."
"NCT00002618","Lymphoma","Drug","vincristine sulfate","Completed","United States","Combination Chemotherapy in Treating Pediatric Patients With Advanced-Stage Large Cell Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Giving the drugs in different doses may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of chemotherapy with various combinations of drugs in treating pediatric patients with advanced-stage large cell lymphoma."
"NCT00002642","Lung Cancer","Drug","cisplatin","Completed","United States","SWOG-9416: Chemotherapy, Radiation Therapy, and Surgery in Treating Patients With Stage III Non-small Cell Lung Cancer","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Radiation therapy uses high-energy x-rays to kill tumor cells. Combining radiation therapy with chemotherapy may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of chemotherapy using cisplatin and etoposide, radiation therapy, and surgery, with adjuvant therapy using cisplatin and etoposide, in treating patients who have stage III non-small cell lung cancer."
"NCT00002642","Lung Cancer","Drug","etoposide","Completed","United States","SWOG-9416: Chemotherapy, Radiation Therapy, and Surgery in Treating Patients With Stage III Non-small Cell Lung Cancer","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Radiation therapy uses high-energy x-rays to kill tumor cells. Combining radiation therapy with chemotherapy may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of chemotherapy using cisplatin and etoposide, radiation therapy, and surgery, with adjuvant therapy using cisplatin and etoposide, in treating patients who have stage III non-small cell lung cancer."
"NCT00002657","Lymphoma","Drug","cyclophosphamide","Completed","United States","SWOG-9239 Reduction of Immunosuppression Plus Interferon Alfa and Combination Chemotherapy in Treating Patients With Malignant Tumors That Develop After Organ Transplant","RATIONALE: Reducing the amount of drugs used to prevent transplant rejection may help a person's body kill tumor cells. Giving biological therapy, such as interferon alfa, which may interfere with the growth of cancer cells, or combination chemotherapy, which uses different ways to stop tumor cells from dividing so they stop growing or die, may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of reducing immunosuppression, and giving interferon alfa and combination chemotherapy, in treating patients who have malignant tumors that develop after organ transplant."
"NCT00002657","Lymphoma","Drug","cytarabine","Completed","United States","SWOG-9239 Reduction of Immunosuppression Plus Interferon Alfa and Combination Chemotherapy in Treating Patients With Malignant Tumors That Develop After Organ Transplant","RATIONALE: Reducing the amount of drugs used to prevent transplant rejection may help a person's body kill tumor cells. Giving biological therapy, such as interferon alfa, which may interfere with the growth of cancer cells, or combination chemotherapy, which uses different ways to stop tumor cells from dividing so they stop growing or die, may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of reducing immunosuppression, and giving interferon alfa and combination chemotherapy, in treating patients who have malignant tumors that develop after organ transplant."
"NCT00002657","Lymphoma","Drug","doxorubicin hydrochloride","Completed","United States","SWOG-9239 Reduction of Immunosuppression Plus Interferon Alfa and Combination Chemotherapy in Treating Patients With Malignant Tumors That Develop After Organ Transplant","RATIONALE: Reducing the amount of drugs used to prevent transplant rejection may help a person's body kill tumor cells. Giving biological therapy, such as interferon alfa, which may interfere with the growth of cancer cells, or combination chemotherapy, which uses different ways to stop tumor cells from dividing so they stop growing or die, may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of reducing immunosuppression, and giving interferon alfa and combination chemotherapy, in treating patients who have malignant tumors that develop after organ transplant."
"NCT00002657","Lymphoma","Drug","etoposide","Completed","United States","SWOG-9239 Reduction of Immunosuppression Plus Interferon Alfa and Combination Chemotherapy in Treating Patients With Malignant Tumors That Develop After Organ Transplant","RATIONALE: Reducing the amount of drugs used to prevent transplant rejection may help a person's body kill tumor cells. Giving biological therapy, such as interferon alfa, which may interfere with the growth of cancer cells, or combination chemotherapy, which uses different ways to stop tumor cells from dividing so they stop growing or die, may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of reducing immunosuppression, and giving interferon alfa and combination chemotherapy, in treating patients who have malignant tumors that develop after organ transplant."
"NCT00002657","Lymphoma","Drug","methotrexate","Completed","United States","SWOG-9239 Reduction of Immunosuppression Plus Interferon Alfa and Combination Chemotherapy in Treating Patients With Malignant Tumors That Develop After Organ Transplant","RATIONALE: Reducing the amount of drugs used to prevent transplant rejection may help a person's body kill tumor cells. Giving biological therapy, such as interferon alfa, which may interfere with the growth of cancer cells, or combination chemotherapy, which uses different ways to stop tumor cells from dividing so they stop growing or die, may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of reducing immunosuppression, and giving interferon alfa and combination chemotherapy, in treating patients who have malignant tumors that develop after organ transplant."
"NCT00002657","Lymphoma","Drug","prednisone","Completed","United States","SWOG-9239 Reduction of Immunosuppression Plus Interferon Alfa and Combination Chemotherapy in Treating Patients With Malignant Tumors That Develop After Organ Transplant","RATIONALE: Reducing the amount of drugs used to prevent transplant rejection may help a person's body kill tumor cells. Giving biological therapy, such as interferon alfa, which may interfere with the growth of cancer cells, or combination chemotherapy, which uses different ways to stop tumor cells from dividing so they stop growing or die, may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of reducing immunosuppression, and giving interferon alfa and combination chemotherapy, in treating patients who have malignant tumors that develop after organ transplant."
"NCT00002657","Lymphoma","Drug","vincristine sulfate","Completed","United States","SWOG-9239 Reduction of Immunosuppression Plus Interferon Alfa and Combination Chemotherapy in Treating Patients With Malignant Tumors That Develop After Organ Transplant","RATIONALE: Reducing the amount of drugs used to prevent transplant rejection may help a person's body kill tumor cells. Giving biological therapy, such as interferon alfa, which may interfere with the growth of cancer cells, or combination chemotherapy, which uses different ways to stop tumor cells from dividing so they stop growing or die, may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of reducing immunosuppression, and giving interferon alfa and combination chemotherapy, in treating patients who have malignant tumors that develop after organ transplant."
"NCT00002744","Leukemia","Drug","asparaginase","Completed","United States","Combination Chemotherapy in Treating Children With Newly Diagnosed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving them in different ways may kill more cancer cells. It is not yet known which regimen of combination chemotherapy is more effective for acute lymphoblastic leukemia

PURPOSE: Randomized phase III trial to compare different regimens of combination chemotherapy in treating children who have newly diagnosed acute lymphoblastic leukemia."
"NCT00002744","Leukemia","Drug","cyclophosphamide","Completed","United States","Combination Chemotherapy in Treating Children With Newly Diagnosed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving them in different ways may kill more cancer cells. It is not yet known which regimen of combination chemotherapy is more effective for acute lymphoblastic leukemia

PURPOSE: Randomized phase III trial to compare different regimens of combination chemotherapy in treating children who have newly diagnosed acute lymphoblastic leukemia."
"NCT00002744","Leukemia","Drug","cytarabine","Completed","United States","Combination Chemotherapy in Treating Children With Newly Diagnosed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving them in different ways may kill more cancer cells. It is not yet known which regimen of combination chemotherapy is more effective for acute lymphoblastic leukemia

PURPOSE: Randomized phase III trial to compare different regimens of combination chemotherapy in treating children who have newly diagnosed acute lymphoblastic leukemia."
"NCT00002744","Leukemia","Drug","daunorubicin hydrochloride","Completed","United States","Combination Chemotherapy in Treating Children With Newly Diagnosed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving them in different ways may kill more cancer cells. It is not yet known which regimen of combination chemotherapy is more effective for acute lymphoblastic leukemia

PURPOSE: Randomized phase III trial to compare different regimens of combination chemotherapy in treating children who have newly diagnosed acute lymphoblastic leukemia."
"NCT00002744","Leukemia","Drug","dexamethasone","Completed","United States","Combination Chemotherapy in Treating Children With Newly Diagnosed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving them in different ways may kill more cancer cells. It is not yet known which regimen of combination chemotherapy is more effective for acute lymphoblastic leukemia

PURPOSE: Randomized phase III trial to compare different regimens of combination chemotherapy in treating children who have newly diagnosed acute lymphoblastic leukemia."
"NCT00002744","Leukemia","Drug","doxorubicin hydrochloride","Completed","United States","Combination Chemotherapy in Treating Children With Newly Diagnosed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving them in different ways may kill more cancer cells. It is not yet known which regimen of combination chemotherapy is more effective for acute lymphoblastic leukemia

PURPOSE: Randomized phase III trial to compare different regimens of combination chemotherapy in treating children who have newly diagnosed acute lymphoblastic leukemia."
"NCT00002744","Leukemia","Drug","mercaptopurine","Completed","United States","Combination Chemotherapy in Treating Children With Newly Diagnosed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving them in different ways may kill more cancer cells. It is not yet known which regimen of combination chemotherapy is more effective for acute lymphoblastic leukemia

PURPOSE: Randomized phase III trial to compare different regimens of combination chemotherapy in treating children who have newly diagnosed acute lymphoblastic leukemia."
"NCT00002744","Leukemia","Drug","methotrexate","Completed","United States","Combination Chemotherapy in Treating Children With Newly Diagnosed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving them in different ways may kill more cancer cells. It is not yet known which regimen of combination chemotherapy is more effective for acute lymphoblastic leukemia

PURPOSE: Randomized phase III trial to compare different regimens of combination chemotherapy in treating children who have newly diagnosed acute lymphoblastic leukemia."
"NCT00002744","Leukemia","Drug","pegaspargase","Completed","United States","Combination Chemotherapy in Treating Children With Newly Diagnosed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving them in different ways may kill more cancer cells. It is not yet known which regimen of combination chemotherapy is more effective for acute lymphoblastic leukemia

PURPOSE: Randomized phase III trial to compare different regimens of combination chemotherapy in treating children who have newly diagnosed acute lymphoblastic leukemia."
"NCT00002744","Leukemia","Drug","prednisone","Completed","United States","Combination Chemotherapy in Treating Children With Newly Diagnosed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving them in different ways may kill more cancer cells. It is not yet known which regimen of combination chemotherapy is more effective for acute lymphoblastic leukemia

PURPOSE: Randomized phase III trial to compare different regimens of combination chemotherapy in treating children who have newly diagnosed acute lymphoblastic leukemia."
"NCT00002744","Leukemia","Drug","therapeutic hydrocortisone","Completed","United States","Combination Chemotherapy in Treating Children With Newly Diagnosed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving them in different ways may kill more cancer cells. It is not yet known which regimen of combination chemotherapy is more effective for acute lymphoblastic leukemia

PURPOSE: Randomized phase III trial to compare different regimens of combination chemotherapy in treating children who have newly diagnosed acute lymphoblastic leukemia."
"NCT00002744","Leukemia","Drug","thioguanine","Completed","United States","Combination Chemotherapy in Treating Children With Newly Diagnosed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving them in different ways may kill more cancer cells. It is not yet known which regimen of combination chemotherapy is more effective for acute lymphoblastic leukemia

PURPOSE: Randomized phase III trial to compare different regimens of combination chemotherapy in treating children who have newly diagnosed acute lymphoblastic leukemia."
"NCT00002744","Leukemia","Drug","vincristine sulfate","Completed","United States","Combination Chemotherapy in Treating Children With Newly Diagnosed Acute Lymphoblastic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving them in different ways may kill more cancer cells. It is not yet known which regimen of combination chemotherapy is more effective for acute lymphoblastic leukemia

PURPOSE: Randomized phase III trial to compare different regimens of combination chemotherapy in treating children who have newly diagnosed acute lymphoblastic leukemia."
"NCT00002768","Leukemia","Drug","busulfan","Completed","United States","Chemotherapy Plus Peripheral Stem Cell Transplantation in Treating Patients With Acute Myeloid Leukemia in Second Remission","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining chemotherapy with peripheral stem cell transplantation may allow the doctor to give higher doses of chemotherapy drugs and kill more cancer cells.

PURPOSE: Phase II trial to study the effectiveness of peripheral stem cell transplantation following chemotherapy in treating patients with acute myeloid leukemia in second remission."
"NCT00002768","Leukemia","Drug","cytarabine","Completed","United States","Chemotherapy Plus Peripheral Stem Cell Transplantation in Treating Patients With Acute Myeloid Leukemia in Second Remission","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining chemotherapy with peripheral stem cell transplantation may allow the doctor to give higher doses of chemotherapy drugs and kill more cancer cells.

PURPOSE: Phase II trial to study the effectiveness of peripheral stem cell transplantation following chemotherapy in treating patients with acute myeloid leukemia in second remission."
"NCT00002768","Leukemia","Drug","etoposide","Completed","United States","Chemotherapy Plus Peripheral Stem Cell Transplantation in Treating Patients With Acute Myeloid Leukemia in Second Remission","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining chemotherapy with peripheral stem cell transplantation may allow the doctor to give higher doses of chemotherapy drugs and kill more cancer cells.

PURPOSE: Phase II trial to study the effectiveness of peripheral stem cell transplantation following chemotherapy in treating patients with acute myeloid leukemia in second remission."
"NCT00002768","Leukemia","Drug","methotrexate","Completed","United States","Chemotherapy Plus Peripheral Stem Cell Transplantation in Treating Patients With Acute Myeloid Leukemia in Second Remission","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining chemotherapy with peripheral stem cell transplantation may allow the doctor to give higher doses of chemotherapy drugs and kill more cancer cells.

PURPOSE: Phase II trial to study the effectiveness of peripheral stem cell transplantation following chemotherapy in treating patients with acute myeloid leukemia in second remission."
"NCT00002804","Sarcoma","Drug","doxorubicin hydrochloride","Completed","United States","Combination Chemotherapy, Surgery, and Radiation Therapy in Treating Children With Advanced Soft Tissue Sarcoma","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Radiation therapy uses high-energy x-rays to damage tumor cells. Combining more than one chemotherapy drug with radiation therapy may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy, surgery, and radiation therapy in treating children who have advanced soft tissue sarcoma."
"NCT00002804","Sarcoma","Drug","ifosfamide","Completed","United States","Combination Chemotherapy, Surgery, and Radiation Therapy in Treating Children With Advanced Soft Tissue Sarcoma","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Radiation therapy uses high-energy x-rays to damage tumor cells. Combining more than one chemotherapy drug with radiation therapy may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy, surgery, and radiation therapy in treating children who have advanced soft tissue sarcoma."
"NCT00002804","Sarcoma","Drug","mesna","Completed","United States","Combination Chemotherapy, Surgery, and Radiation Therapy in Treating Children With Advanced Soft Tissue Sarcoma","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Radiation therapy uses high-energy x-rays to damage tumor cells. Combining more than one chemotherapy drug with radiation therapy may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy, surgery, and radiation therapy in treating children who have advanced soft tissue sarcoma."
"NCT00002804","Sarcoma","Drug","vincristine sulfate","Completed","United States","Combination Chemotherapy, Surgery, and Radiation Therapy in Treating Children With Advanced Soft Tissue Sarcoma","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Radiation therapy uses high-energy x-rays to damage tumor cells. Combining more than one chemotherapy drug with radiation therapy may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy, surgery, and radiation therapy in treating children who have advanced soft tissue sarcoma."
"NCT00002805","Leukemia","Drug","cladribine","Completed","United States","Combination Chemotherapy in Treating Patients With Acute Myeloid Leukemia or Myelodysplastic Syndrome","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug may kill more cancer cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy in treating patients with acute myeloid leukemia or myelodysplastic syndrome in first relapse or who did not achieve first remission."
"NCT00002805","Leukemia","Drug","cytarabine","Completed","United States","Combination Chemotherapy in Treating Patients With Acute Myeloid Leukemia or Myelodysplastic Syndrome","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug may kill more cancer cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy in treating patients with acute myeloid leukemia or myelodysplastic syndrome in first relapse or who did not achieve first remission."
"NCT00002805","Leukemia","Drug","etoposide","Completed","United States","Combination Chemotherapy in Treating Patients With Acute Myeloid Leukemia or Myelodysplastic Syndrome","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug may kill more cancer cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy in treating patients with acute myeloid leukemia or myelodysplastic syndrome in first relapse or who did not achieve first remission."
"NCT00002805","Leukemia","Drug","methotrexate","Completed","United States","Combination Chemotherapy in Treating Patients With Acute Myeloid Leukemia or Myelodysplastic Syndrome","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug may kill more cancer cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy in treating patients with acute myeloid leukemia or myelodysplastic syndrome in first relapse or who did not achieve first remission."
"NCT00002805","Leukemia","Drug","mitoxantrone hydrochloride","Completed","United States","Combination Chemotherapy in Treating Patients With Acute Myeloid Leukemia or Myelodysplastic Syndrome","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug may kill more cancer cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy in treating patients with acute myeloid leukemia or myelodysplastic syndrome in first relapse or who did not achieve first remission."
"NCT00002805","Leukemia","Drug","therapeutic hydrocortisone","Completed","United States","Combination Chemotherapy in Treating Patients With Acute Myeloid Leukemia or Myelodysplastic Syndrome","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug may kill more cancer cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy in treating patients with acute myeloid leukemia or myelodysplastic syndrome in first relapse or who did not achieve first remission."
"NCT00002812","Leukemia","Drug","asparaginase","Completed","United States","Combination Chemotherapy in Treating Children With Acute Lymphocytic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving the drugs in different combinations may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of standard combination chemotherapy treatment with more intensive combination chemotherapy in treating children with acute lymphocytic leukemia."
"NCT00002812","Leukemia","Drug","cyclophosphamide","Completed","United States","Combination Chemotherapy in Treating Children With Acute Lymphocytic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving the drugs in different combinations may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of standard combination chemotherapy treatment with more intensive combination chemotherapy in treating children with acute lymphocytic leukemia."
"NCT00002812","Leukemia","Drug","cytarabine","Completed","United States","Combination Chemotherapy in Treating Children With Acute Lymphocytic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving the drugs in different combinations may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of standard combination chemotherapy treatment with more intensive combination chemotherapy in treating children with acute lymphocytic leukemia."
"NCT00002812","Leukemia","Drug","daunorubicin hydrochloride","Completed","United States","Combination Chemotherapy in Treating Children With Acute Lymphocytic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving the drugs in different combinations may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of standard combination chemotherapy treatment with more intensive combination chemotherapy in treating children with acute lymphocytic leukemia."
"NCT00002812","Leukemia","Drug","dexamethasone","Completed","United States","Combination Chemotherapy in Treating Children With Acute Lymphocytic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving the drugs in different combinations may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of standard combination chemotherapy treatment with more intensive combination chemotherapy in treating children with acute lymphocytic leukemia."
"NCT00002812","Leukemia","Drug","doxorubicin hydrochloride","Completed","United States","Combination Chemotherapy in Treating Children With Acute Lymphocytic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving the drugs in different combinations may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of standard combination chemotherapy treatment with more intensive combination chemotherapy in treating children with acute lymphocytic leukemia."
"NCT00002812","Leukemia","Drug","idarubicin","Completed","United States","Combination Chemotherapy in Treating Children With Acute Lymphocytic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving the drugs in different combinations may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of standard combination chemotherapy treatment with more intensive combination chemotherapy in treating children with acute lymphocytic leukemia."
"NCT00002812","Leukemia","Drug","mercaptopurine","Completed","United States","Combination Chemotherapy in Treating Children With Acute Lymphocytic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving the drugs in different combinations may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of standard combination chemotherapy treatment with more intensive combination chemotherapy in treating children with acute lymphocytic leukemia."
"NCT00002812","Leukemia","Drug","methotrexate","Completed","United States","Combination Chemotherapy in Treating Children With Acute Lymphocytic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving the drugs in different combinations may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of standard combination chemotherapy treatment with more intensive combination chemotherapy in treating children with acute lymphocytic leukemia."
"NCT00002812","Leukemia","Drug","pegaspargase","Completed","United States","Combination Chemotherapy in Treating Children With Acute Lymphocytic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving the drugs in different combinations may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of standard combination chemotherapy treatment with more intensive combination chemotherapy in treating children with acute lymphocytic leukemia."
"NCT00002812","Leukemia","Drug","prednisone","Completed","United States","Combination Chemotherapy in Treating Children With Acute Lymphocytic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving the drugs in different combinations may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of standard combination chemotherapy treatment with more intensive combination chemotherapy in treating children with acute lymphocytic leukemia."
"NCT00002812","Leukemia","Drug","thioguanine","Completed","United States","Combination Chemotherapy in Treating Children With Acute Lymphocytic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving the drugs in different combinations may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of standard combination chemotherapy treatment with more intensive combination chemotherapy in treating children with acute lymphocytic leukemia."
"NCT00002812","Leukemia","Drug","vincristine sulfate","Completed","United States","Combination Chemotherapy in Treating Children With Acute Lymphocytic Leukemia","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug and giving the drugs in different combinations may kill more cancer cells.

PURPOSE: Randomized phase III trial to compare the effectiveness of standard combination chemotherapy treatment with more intensive combination chemotherapy in treating children with acute lymphocytic leukemia."
