"nct_id","condition","intervention_type","intervention","overall_status","country","brief_title","study_description","date"
"NCT00979212","Lung Cancer","Drug","paclitaxel","Completed","United States","Chemotherapy and Radiation Therapy With or Without Panitumumab in Treating Patients With Stage IIIA Non-Small Cell Lung Cancer","RATIONALE: Drugs used in chemotherapy (CT), such as paclitaxel and carboplatin, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Radiation therapy (RT) uses high-energy x-rays to kill tumor cells. Monoclonal antibodies, such as panitumumab, can block tumor growth in different ways. Some block the ability of tumor cells to grow and spread. Others find tumor cells and help kill them or carry tumor-killing substances to them. Giving these treatments before surgery may make the tumor smaller and reduce the amount of normal tissue that needs to be removed. It is not yet known whether chemotherapy and radiation therapy are more effective when given with or without panitumumab in treating patients with non-small cell lung cancer.

PURPOSE: This randomized phase II trial is studying chemotherapy and radiation therapy to see how well they work when given with or without panitumumab in treating patients with stage IIIA non-small cell lung cancer.","2022-05-20"
"NCT00979212","Lung Cancer","Drug","panitumumab","Completed","United States","Chemotherapy and Radiation Therapy With or Without Panitumumab in Treating Patients With Stage IIIA Non-Small Cell Lung Cancer","RATIONALE: Drugs used in chemotherapy (CT), such as paclitaxel and carboplatin, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Radiation therapy (RT) uses high-energy x-rays to kill tumor cells. Monoclonal antibodies, such as panitumumab, can block tumor growth in different ways. Some block the ability of tumor cells to grow and spread. Others find tumor cells and help kill them or carry tumor-killing substances to them. Giving these treatments before surgery may make the tumor smaller and reduce the amount of normal tissue that needs to be removed. It is not yet known whether chemotherapy and radiation therapy are more effective when given with or without panitumumab in treating patients with non-small cell lung cancer.

PURPOSE: This randomized phase II trial is studying chemotherapy and radiation therapy to see how well they work when given with or without panitumumab in treating patients with stage IIIA non-small cell lung cancer.","2022-05-20"
"NCT00979212","Lung Cancer","Procedure","surgery","Completed","United States","Chemotherapy and Radiation Therapy With or Without Panitumumab in Treating Patients With Stage IIIA Non-Small Cell Lung Cancer","RATIONALE: Drugs used in chemotherapy (CT), such as paclitaxel and carboplatin, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Radiation therapy (RT) uses high-energy x-rays to kill tumor cells. Monoclonal antibodies, such as panitumumab, can block tumor growth in different ways. Some block the ability of tumor cells to grow and spread. Others find tumor cells and help kill them or carry tumor-killing substances to them. Giving these treatments before surgery may make the tumor smaller and reduce the amount of normal tissue that needs to be removed. It is not yet known whether chemotherapy and radiation therapy are more effective when given with or without panitumumab in treating patients with non-small cell lung cancer.

PURPOSE: This randomized phase II trial is studying chemotherapy and radiation therapy to see how well they work when given with or without panitumumab in treating patients with stage IIIA non-small cell lung cancer.","2022-05-20"
"NCT00984399","Breast Cancer","Drug","Vagifem® (vaginal 17β-estradiol) questionnaire & menopause symptom checklist","Active, not recruiting","United States","Serum Estradiol Levels In Postmenopausal Women With Breast Cancer Receiving Adjuvant Aromatase Inhibitors and Vaginal Estrogen","The purpose of this study is to see if Vagifem® 10mcg is safe for women who have had breast cancer. Vagifem is an estrogen product. It is a tiny tablet that is inserted into the vagina. It relieves vaginal dryness. Women who have had breast cancer are usually told not to take estrogen. This is because estrogen use can lead to a breast cancer recurrence or a new primary breast cancer. It is unclear if the estrogen in Vagifem is only absorbed in the vagina. It may be absorbed into the blood stream for a short time and may cause a brief rise in your estrogen level. However, there is no clear evidence that this would cause any bad effects in patients with breast cancer. How much, if any, of these topical estrogens are absorbed through the vagina is not known. We also do not know what the impact is of low dose estrogen absorption on breast cancer outcomes. Also, the absorption should decrease as the mucus membranes are restored after estrogen exposure.","2023-09-30"
"NCT00985400","Colorectal Cancer","Behavioral","Exercise Program","Active, not recruiting","United States","Doctor-Recommended Home-Based Exercise Program or Relaxation Training in Improving Physical Function and Controlling Symptoms in Patients With Stage IV or Recurrent Colon Cancer That Cannot Be Removed By Surgery","The goal of this study is to compare the effects of exercise with the effects of relaxation training on physical function (how well participants perform normal daily activities) and symptoms related to your cancer diagnosis (such as tiredness, pain, and nausea).","2023-03-31"
"NCT00985400","Colorectal Cancer","Behavioral","Relaxation Program","Active, not recruiting","United States","Doctor-Recommended Home-Based Exercise Program or Relaxation Training in Improving Physical Function and Controlling Symptoms in Patients With Stage IV or Recurrent Colon Cancer That Cannot Be Removed By Surgery","The goal of this study is to compare the effects of exercise with the effects of relaxation training on physical function (how well participants perform normal daily activities) and symptoms related to your cancer diagnosis (such as tiredness, pain, and nausea).","2023-03-31"
"NCT00985400","Colorectal Cancer","Behavioral","Telephone-based intervention","Active, not recruiting","United States","Doctor-Recommended Home-Based Exercise Program or Relaxation Training in Improving Physical Function and Controlling Symptoms in Patients With Stage IV or Recurrent Colon Cancer That Cannot Be Removed By Surgery","The goal of this study is to compare the effects of exercise with the effects of relaxation training on physical function (how well participants perform normal daily activities) and symptoms related to your cancer diagnosis (such as tiredness, pain, and nausea).","2023-03-31"
"NCT00985400","Colorectal Cancer","Other","Counseling intervention","Active, not recruiting","United States","Doctor-Recommended Home-Based Exercise Program or Relaxation Training in Improving Physical Function and Controlling Symptoms in Patients With Stage IV or Recurrent Colon Cancer That Cannot Be Removed By Surgery","The goal of this study is to compare the effects of exercise with the effects of relaxation training on physical function (how well participants perform normal daily activities) and symptoms related to your cancer diagnosis (such as tiredness, pain, and nausea).","2023-03-31"
"NCT00985400","Colorectal Cancer","Other","Questionnaire administration","Active, not recruiting","United States","Doctor-Recommended Home-Based Exercise Program or Relaxation Training in Improving Physical Function and Controlling Symptoms in Patients With Stage IV or Recurrent Colon Cancer That Cannot Be Removed By Surgery","The goal of this study is to compare the effects of exercise with the effects of relaxation training on physical function (how well participants perform normal daily activities) and symptoms related to your cancer diagnosis (such as tiredness, pain, and nausea).","2023-03-31"
"NCT00999804","Breast Cancer","Drug","Lapatinib","Active, not recruiting","United States","Extension Study of Lapatinib Plus Herceptin With or Without Endocrine Therapy","Breast cancer is the most common malignancy in the U.S. Targeted therapies such as tamoxifen have been revolutionary in reducing tumor recurrences and mortality in early breast cancer. Using this successful paradigm, there has been a continued search for other targeted biologic therapies directed at receptors with known potential for promoting tumor growth.

The estrogen receptor (ER) and/or the HER signaling pathways are the dominant drivers of cell proliferation and survival in the majority of human breast cancers. Molecular targets of these pathways provide the most effective therapies in appropriately selected patients. However, de novo and acquired resistance remain major obstacles to successful treatment, and understanding the molecular pathways responsible for this resistance would enable the discovery of new strategies to overcome it.

The superiority of multi-drug HER2-targeted therapy over single agent therapy has been demonstrated in the preclinical setting using mouse xenografts. Trastuzumab, pertuzumab, lapatinib, and gefitinib, represent a group of therapeutic agents that target the HER family by different molecular mechanisms. Used as single agents in the MCF7/HER2-18 xenograft model, these drugs restored or enhanced sensitivity to tamoxifen. However, tumor growth inhibition lasted only 2-3 months before resistance to treatments occurred. However, when gefitinib, a HER1 inhibitor, was added to the two-antibody (T+P) regimen to block signals from HER1 dimers, a complete disappearance of nearly all xenograft tumors was observed; moreover, there was evidence of complete tumor eradication in 50% of the mice. The combination of lapatinib + trastuzumab was also highly effective in eradication of tumor burden, with no evidence of re-growth after 200 days. These xenograft models demonstrate that multi-drug HER2-targeted therapy more effectively induces apoptosis and inhibits proliferation, thereby resulting in tumor regression. Furthermore, HER2 combination therapy appears to more effectively reduce levels of phosphorylated pAKT and MAPK, thus resulting in sustained tumor inhibition.","2024-01-31"
"NCT00999804","Breast Cancer","Drug","Letrozole","Active, not recruiting","United States","Extension Study of Lapatinib Plus Herceptin With or Without Endocrine Therapy","Breast cancer is the most common malignancy in the U.S. Targeted therapies such as tamoxifen have been revolutionary in reducing tumor recurrences and mortality in early breast cancer. Using this successful paradigm, there has been a continued search for other targeted biologic therapies directed at receptors with known potential for promoting tumor growth.

The estrogen receptor (ER) and/or the HER signaling pathways are the dominant drivers of cell proliferation and survival in the majority of human breast cancers. Molecular targets of these pathways provide the most effective therapies in appropriately selected patients. However, de novo and acquired resistance remain major obstacles to successful treatment, and understanding the molecular pathways responsible for this resistance would enable the discovery of new strategies to overcome it.

The superiority of multi-drug HER2-targeted therapy over single agent therapy has been demonstrated in the preclinical setting using mouse xenografts. Trastuzumab, pertuzumab, lapatinib, and gefitinib, represent a group of therapeutic agents that target the HER family by different molecular mechanisms. Used as single agents in the MCF7/HER2-18 xenograft model, these drugs restored or enhanced sensitivity to tamoxifen. However, tumor growth inhibition lasted only 2-3 months before resistance to treatments occurred. However, when gefitinib, a HER1 inhibitor, was added to the two-antibody (T+P) regimen to block signals from HER1 dimers, a complete disappearance of nearly all xenograft tumors was observed; moreover, there was evidence of complete tumor eradication in 50% of the mice. The combination of lapatinib + trastuzumab was also highly effective in eradication of tumor burden, with no evidence of re-growth after 200 days. These xenograft models demonstrate that multi-drug HER2-targeted therapy more effectively induces apoptosis and inhibits proliferation, thereby resulting in tumor regression. Furthermore, HER2 combination therapy appears to more effectively reduce levels of phosphorylated pAKT and MAPK, thus resulting in sustained tumor inhibition.","2024-01-31"
"NCT00999804","Breast Cancer","Drug","Trastuzumab","Active, not recruiting","United States","Extension Study of Lapatinib Plus Herceptin With or Without Endocrine Therapy","Breast cancer is the most common malignancy in the U.S. Targeted therapies such as tamoxifen have been revolutionary in reducing tumor recurrences and mortality in early breast cancer. Using this successful paradigm, there has been a continued search for other targeted biologic therapies directed at receptors with known potential for promoting tumor growth.

The estrogen receptor (ER) and/or the HER signaling pathways are the dominant drivers of cell proliferation and survival in the majority of human breast cancers. Molecular targets of these pathways provide the most effective therapies in appropriately selected patients. However, de novo and acquired resistance remain major obstacles to successful treatment, and understanding the molecular pathways responsible for this resistance would enable the discovery of new strategies to overcome it.

The superiority of multi-drug HER2-targeted therapy over single agent therapy has been demonstrated in the preclinical setting using mouse xenografts. Trastuzumab, pertuzumab, lapatinib, and gefitinib, represent a group of therapeutic agents that target the HER family by different molecular mechanisms. Used as single agents in the MCF7/HER2-18 xenograft model, these drugs restored or enhanced sensitivity to tamoxifen. However, tumor growth inhibition lasted only 2-3 months before resistance to treatments occurred. However, when gefitinib, a HER1 inhibitor, was added to the two-antibody (T+P) regimen to block signals from HER1 dimers, a complete disappearance of nearly all xenograft tumors was observed; moreover, there was evidence of complete tumor eradication in 50% of the mice. The combination of lapatinib + trastuzumab was also highly effective in eradication of tumor burden, with no evidence of re-growth after 200 days. These xenograft models demonstrate that multi-drug HER2-targeted therapy more effectively induces apoptosis and inhibits proliferation, thereby resulting in tumor regression. Furthermore, HER2 combination therapy appears to more effectively reduce levels of phosphorylated pAKT and MAPK, thus resulting in sustained tumor inhibition.","2024-01-31"
"NCT01009788","Breast Cancer","Drug","ABT-888","Active, not recruiting","United States","ABT-888 and Temozolomide for Metastatic Breast Cancer and BRCA1/2 Breast Cancer","The purpose of this research study is to find out if the combination of ABT-888 and temozolomide is safe and effective in treating patients with metastatic breast cancer. ABT-888 works by obstructing a DNA enzyme called poly (ADP-ribose) polymerase (PARP) which helps repair cancer cells damaged by chemotherapy. By blocking the PARP enzyme, the cancer cells are unable to repair themselves and as a result die. The other drug in this study is temozolomide. Temozolomide is designed to damage DNA in order to prevent cancer cells from reproducing. Because PARP inhibitors, such as ABT-888, prevent cancer cells from repairing their own DNA, they enhance the potential of chemotherapy therapy like temozolomide to induce cell death. The combination of ABT-888 and temozolomide has been used in a clinical trial for treatment of other cancers and information for this research study suggests that the combination may help to inhibit growth in breast cancer.

ONLY THE EXPANSION COHORT BELOW IS RECRUITING:

BRCA CARRIER EXPANSION COHORT: The purpose of the expansion cohort is to further evaluate the activity and safety of this combination in BRCA mutation carriers with metastatic breast cancer.","2022-12-31"
"NCT01009788","Breast Cancer","Drug","temozolomide","Active, not recruiting","United States","ABT-888 and Temozolomide for Metastatic Breast Cancer and BRCA1/2 Breast Cancer","The purpose of this research study is to find out if the combination of ABT-888 and temozolomide is safe and effective in treating patients with metastatic breast cancer. ABT-888 works by obstructing a DNA enzyme called poly (ADP-ribose) polymerase (PARP) which helps repair cancer cells damaged by chemotherapy. By blocking the PARP enzyme, the cancer cells are unable to repair themselves and as a result die. The other drug in this study is temozolomide. Temozolomide is designed to damage DNA in order to prevent cancer cells from reproducing. Because PARP inhibitors, such as ABT-888, prevent cancer cells from repairing their own DNA, they enhance the potential of chemotherapy therapy like temozolomide to induce cell death. The combination of ABT-888 and temozolomide has been used in a clinical trial for treatment of other cancers and information for this research study suggests that the combination may help to inhibit growth in breast cancer.

ONLY THE EXPANSION COHORT BELOW IS RECRUITING:

BRCA CARRIER EXPANSION COHORT: The purpose of the expansion cohort is to further evaluate the activity and safety of this combination in BRCA mutation carriers with metastatic breast cancer.","2022-12-31"
"NCT01035099","Breast Cancer","Drug","Letrozole","Active, not recruiting","United States","RCT of Fixed vs Titrated Letrozole in Breast Cancer Patient Undergoing IVF","The purpose of this study is to compare two different ways to administer Letrozole to determine their effectiveness in blocking estrogen production during ovarian stimulation in patients with breast cancer prior to chemotherapy/radiotherapy so that oocytes or embryos can be cryopreserved and patients can possibly achieve a pregnancy after the treatment of breast cancer.

During standard ovulation stimulation, the estrogen levels will exceed normal levels and may reach 10 times the normal level for a 2 week period. This may not be desirable in breast cancer patients. The study hopes to determine if the investigators can stimulate oocyte development in the conventional way and administer different doses of Letrozole as the oocytes develop, to keep estradiol levels low, increase the number of oocytes the investigators are able to recover, and improve the quality of those oocytes.","2022-09-30"
"NCT01036087","Breast Cancer","Drug","5-Fluorouracil","Completed","United States","Panitumumab, Nab-paclitaxel and Carboplatin for HER2 Negative Inflammatory Breast Cancer","The goal of this clinical research study is to learn how effective the combination of chemotherapy including both panitumumab, Abraxane (nab-paclitaxel), and carboplatin (PNC) and fluorouracil, epirubicin, and cyclophosphamide (FEC) used before surgery for the treatment of IBC is. The safety of PNC combination will also be studied.","2022-08-09"
"NCT01036087","Breast Cancer","Drug","Carboplatin","Completed","United States","Panitumumab, Nab-paclitaxel and Carboplatin for HER2 Negative Inflammatory Breast Cancer","The goal of this clinical research study is to learn how effective the combination of chemotherapy including both panitumumab, Abraxane (nab-paclitaxel), and carboplatin (PNC) and fluorouracil, epirubicin, and cyclophosphamide (FEC) used before surgery for the treatment of IBC is. The safety of PNC combination will also be studied.","2022-08-09"
"NCT01036087","Breast Cancer","Drug","Cyclophosphamide","Completed","United States","Panitumumab, Nab-paclitaxel and Carboplatin for HER2 Negative Inflammatory Breast Cancer","The goal of this clinical research study is to learn how effective the combination of chemotherapy including both panitumumab, Abraxane (nab-paclitaxel), and carboplatin (PNC) and fluorouracil, epirubicin, and cyclophosphamide (FEC) used before surgery for the treatment of IBC is. The safety of PNC combination will also be studied.","2022-08-09"
"NCT01036087","Breast Cancer","Drug","Epirubicin","Completed","United States","Panitumumab, Nab-paclitaxel and Carboplatin for HER2 Negative Inflammatory Breast Cancer","The goal of this clinical research study is to learn how effective the combination of chemotherapy including both panitumumab, Abraxane (nab-paclitaxel), and carboplatin (PNC) and fluorouracil, epirubicin, and cyclophosphamide (FEC) used before surgery for the treatment of IBC is. The safety of PNC combination will also be studied.","2022-08-09"
"NCT01036087","Breast Cancer","Drug","Nab-paclitaxel","Completed","United States","Panitumumab, Nab-paclitaxel and Carboplatin for HER2 Negative Inflammatory Breast Cancer","The goal of this clinical research study is to learn how effective the combination of chemotherapy including both panitumumab, Abraxane (nab-paclitaxel), and carboplatin (PNC) and fluorouracil, epirubicin, and cyclophosphamide (FEC) used before surgery for the treatment of IBC is. The safety of PNC combination will also be studied.","2022-08-09"
"NCT01036087","Breast Cancer","Drug","Panitumumab","Completed","United States","Panitumumab, Nab-paclitaxel and Carboplatin for HER2 Negative Inflammatory Breast Cancer","The goal of this clinical research study is to learn how effective the combination of chemotherapy including both panitumumab, Abraxane (nab-paclitaxel), and carboplatin (PNC) and fluorouracil, epirubicin, and cyclophosphamide (FEC) used before surgery for the treatment of IBC is. The safety of PNC combination will also be studied.","2022-08-09"
"NCT01042379","Breast Cancer","Drug","ABT-888","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Amcenestrant","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Amcenestrant + Abemaciclib","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Amcenestrant + Letrozole","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","AMG 386 and Trastuzumab","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","AMG 386 with or without Trastuzumab","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","AMG 479 (Ganitumab) plus Metformin","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","ARX788","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","ARX788 + Cemiplimab","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Cemiplimab","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Cemiplimab plus REGN3767","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Datopotamab deruxtecan","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Datopotamab deruxtecan + Durvalumab","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Durvalumab plus Olaparib","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Ganetespib","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","MK-2206 with or without Trastuzumab","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Neratinib","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Oral Paclitaxel + Encequidar + Dostarlimab (TSR-042) + Carboplatin with or without trastuzumab","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Oral Paclitaxel + Encequidar + Dostarlimab (TSR-042) with or without trastuzumab","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Patritumab and Trastuzumab","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Pembrolizumab - 4 cycle","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Pembrolizumab - 8 cycle","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Pertuzumab and Trastuzumab","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","PLX3397","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","SD-101 + Pembrolizumab","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","SGN-LIV1A","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","Standard Therapy","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
"NCT01042379","Breast Cancer","Drug","SYD985 ([vic-]trastuzumab duocarmazine)","Recruiting","United States","I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer","The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.","2031-12-31"
